,mz,rt,S_1,S_2,S_3,S_4,S_5,S_6,S_7,S_8,S_9,S_10,B_1,NIST_1,SP_1,S_11,S_12,S_13,S_14,S_15,S_16,S_17,S_18,S_19,S_20,B_2,NIST_2,SP_2,S_21,S_22,S_23,S_24,S_25,S_26,S_27,S_28,S_29,S_30,B_3,NIST_3,SP_3,S_31,S_32,S_33,S_34,S_35,S_36,S_37,S_38,S_39,S_40,B_4,NIST_4,SP_4,S_41,S_42,S_43,S_44,S_45,S_46,S_47,S_48,S_49,S_50,B_5,NIST_5,SP_5,S_51,S_52,S_53,S_54,S_55,S_56,S_57,S_58,S_59,S_60,B_6,NIST_6,SP_6,S_61,S_62,S_63,S_64,S_65,S_66,S_67,S_68,S_69,S_70,B_7,NIST_7,SP_7,S_71,S_72,S_73,S_74,S_75,S_76,S_77,S_78,S_79,S_80,B_8,NIST_8,SP_8,S_81,S_82,S_83,S_84,S_85,S_86,S_87,S_89,S_90,B_9,NIST_9,SP_9,S_91,S_92,S_93,S_94,S_95,S_96,S_97,S_98,S_99,S_100,B_10,NIST_10,SP_10,S_101,S_102,S_103,S_104,S_105,S_106,S_107,S_108,S_109,S_110
521,284.9098041,0.593121467,446452.4374,462022.8823,,494116.3989,854349.4031,,,,625452.4401,713125.1859,,832625.9661,1023976.492,,720441.8975,608573.3543,548052.2936,,754676.4858,552627.1977,,697242.4896,539704.8657,,,755007.4078,960563.9364,,444050.1773,1097871.983,1087455.666,620419.5993,792925.0046,,671748.6224,607402.676,,895492.0148,903279.7109,584652.8718,733925.9767,689938.5347,588400.5882,909739.8349,,1289028.553,,409225.3,,,,463902.3856,514824.955,657945.342,,,412476.5347,779523.3063,,490333.9031,737618.9765,553663.0194,36102.03815,,850243.9118,,,643920.1818,800389.2532,496075.2227,522681.9654,434254.6033,909712.2765,756501.1703,487614.7006,,864038.9459,502346.8423,553325.4929,729338.2596,,600118.5171,459811.5601,405442.7013,,355005.8575,,,,,712591.6817,477501.3413,792261.1349,627682.7769,437090.5888,536088.7127,670714.3014,847342.9568,786025.0247,554813.8953,574603.8933,,529124.0936,652935.6349,413624.2556,,590491.1078,593067.6127,553385.6731,478677.8474,311823.2379,441872.9877,458860.593,,,694996.9558,421701.499,627193.7303,512959.7469,777856.7203,366968.349,756758.2805,626382.2674,543900.6971,513682.5047,526709.2904,,,815153.534,456554.8641,393716.7595,855750.369,559689.5136,588613.4461,432911.946,435814.5105,746580.7346,595390.8775,683587.7066
522,498.9009274,0.571328045,1412812.523,1498634.57,1133613.525,1280020.523,967489.7026,1237917.778,861515.101,1027984.902,1213227.185,1235516.009,,2247745.267,1021464.924,733947.7607,1280812.843,1289144.734,1320216.386,1081655.707,1312614.749,1280319.206,782442.4912,1182997.097,1261383.065,,2573765.29,1176402.409,808725.8041,898112.5894,1286434.137,1066647.316,870874.5553,1320544.89,813709.6483,1399461.665,1245976.742,1114257.538,,2628240.909,1041215.696,1243731.881,1407094.009,1079358.829,1243471.806,1003026.559,919485.5546,1037113.685,757004.0912,1276551.588,1146385.308,,2708867.566,1299830.388,1319861.49,1352662.919,1199465.212,969323.7445,1364897.739,955033.032,1193842.844,1277902.093,1116844.407,1375207.315,,2938894.878,1055864.171,1078752.414,893285.2213,1050524.875,914548.5216,1123536.114,963510.5034,1391453.387,733244.8433,1078585.564,1372819.724,,2643517.059,1395508.538,1186874.478,1451126.235,1071281.271,1217438.404,1348732.742,1201133.203,828521.0098,1237464.521,972562.4101,1048852.868,,2696927,1015094.121,1109268.354,1015866.924,1273720.162,1702517.695,1119453.374,1443207.859,1086035.731,975080.0788,1496228.294,1329611.985,,2630942.309,1066677.697,1256775.448,961265.0528,890922.1726,1088575.522,1131695.101,1133929.21,1227212.369,1243347.265,1479232.2,,1997257.423,1130877.041,948158.3694,1022755.822,1222816.795,1042728.916,1251253.763,1144400.651,1168860.809,1141035.136,1015619.826,1433649.563,,2402285.419,846074.9282,1182097.406,1391617.172,1085846.992,975109.0449,1160404.199,1215516.028,1138125.989,736040.7652,1028825.381,1239437.891
524,494.3240889,15.1234927,5392004.588,2132904.118,4314743.887,5824572.781,2113547.306,1368558.788,2364280.21,2035803.955,4586702.55,2208028.108,,3292536.56,1016503.243,3808181.796,1232366.637,1175527.03,985676.1392,1280845.971,2174828.384,6484800.769,1016029.002,6612786.829,7527542.889,,3064747.68,1101182.803,2610629.582,3200560.444,2498404.189,1204408.279,1196016.356,1348144.984,3008678.328,3713539.694,1703302.736,1393363.548,,3257328.701,970099.6005,9045371.053,3093023.812,1971037.16,2069018.122,3365149.89,2610066.299,1999281.033,3244870.553,2136626.431,1285776.748,,2635981.477,1134199.453,3405476.029,1325447.893,2448031.145,4648550.089,2428267.951,4231902.992,2121097.951,4546844.697,2007875.712,2576131.048,,2156922.649,1108658.159,4018388.058,819345.9556,2141354.159,1973391.317,2163391.926,3157550.306,1138422.34,716074.7808,2328226.597,2690597.941,,2629100.331,1188601.451,1119144.473,504633.7781,1648910.738,2307165.405,1675726.002,3024747.261,2197009.094,1209278.259,1196057.473,3430523.235,,2562793.367,1253160.034,1412259.313,2025971.45,2935857.543,2057726.611,2637786.734,2873204.188,912918.8334,2360012.86,1561874.713,1208966.629,,2964533.583,1506784.511,4024517.812,4876763.741,4774219.761,3759614.716,3680344.87,3998625.128,4914922.795,5000981.892,8180238.597,,9765766.126,2035044.25,5873473.838,7276493.977,4135609.981,5423382.709,2785767.09,6628220.94,7498273.995,2680289.186,2349562.422,2695244.956,,10626759.63,3610919.863,4649713.31,2632898.709,2659104.406,4185570.312,15414129.32,1311499.83,4669787.429,15281592.69,10619228.13,10053447.15
525,138.9064652,0.608692581,894349.5819,1142323.069,920111.5976,933870.3989,1034872.361,1040967.813,884067.7902,717111.8176,732681.6581,765504.1689,,1222874.157,1014852.16,718562.2442,968503.6222,851904.0905,817960.2337,805469.946,895070.9699,982944.0039,932475.8616,836368.4516,748279.4947,,1236913.5,894779.4299,868887.7251,986940.9822,1125302.542,1103143.778,741467.8241,852767.9913,803176.4613,1056214.072,666851.1289,740586.946,,1149622.402,1005281.929,903924.6282,1097708.242,1025156.36,755532.2133,1033380.943,871334.0616,435798.5059,734621.9835,839987.8688,822231.7453,,1001477.263,770933.6252,701887.0916,547546.8195,764441.3222,623681.5081,929882.8435,704094.5408,832975.2417,829832.3169,899320.6964,921114.9234,,1212541.679,806055.4187,914372.6124,806289.7888,687374.9691,681800.6244,673689.7689,615173.4685,948237.3373,532046.6505,639472.505,736728.9045,,1078239.416,880246.2886,700261.7734,19134.94114,792076.7782,710204.3043,859257.2567,760347.7347,778344.0187,945781.4494,695680.3755,728896.8612,,1372921.678,834934.7161,771799.7036,662589.4728,835651.4864,1244435.574,718144.019,814624.2733,735306.9172,704607.721,901119.5017,747729.3813,12718.69293,1486753.543,750632.2653,760886.722,670622.4102,455627.4004,567853.8643,589887.2825,624055.4522,894545.0436,587291.6137,964454.5938,,828506.7223,780023.9999,592810.91,575420.4053,721734.4949,833724.7199,703685.4431,763113.0725,640352.1347,697402.3478,630861.4792,814605.5706,,1159159.953,687043.5246,718253.6627,906961.2801,1002594.98,505325.6431,588641.8838,964291.0024,707120.2244,515932.3433,611129.4519,1006884.877
527,175.0478484,2.576066544,854469.5758,518844.8978,880222.7127,759696.5813,514268.2231,1172366.431,876497.8922,942934.8652,722325.529,607011.434,,961524.5496,1013801.88,398329.039,905820.8906,658546.9634,3174454.414,929790.9138,543184.3497,606408.2841,1612821.626,549103.5635,760221.1613,,905211.43,915360.8009,830050.9591,505786.2274,1018952.131,547617.5744,789954.6509,969513.9255,973141.4252,985855.8246,669237.6485,534645.9227,,912953.1311,951250.3804,711357.8102,845679.5835,514290.7309,1749898.767,644745.1424,778688.7076,583261.9138,627088.6491,1558013.982,927387.7534,,1156597.569,1049602.801,959606.6075,786000.5444,578852.7203,824168.0012,536544.9532,1135247.097,791121.5015,2022729.043,662013.6577,1300955.405,,1131089.106,1251490.9,1002154.101,867092.0536,933716.5412,635844.4175,546125.4331,880560.621,1467787.108,13482149.92,400338.9124,1048215.973,,1236494.01,1229324.739,1409585.907,666602.7985,860855.9524,981728.2646,856720.9896,741078.0633,766400.387,1315074.744,1080831.635,935831.6514,,1118494.487,1294599.188,1383327.465,645599.9283,1030256.555,1151937.701,474940.6664,608980.6229,1089669.198,997508.8736,681225.653,1428500.926,,1111607.421,1154892.179,628838.224,1011892.571,1558455.66,870748.7759,1016297.45,1482673.471,1029587.012,1334294.709,2201084.872,,1491718.345,1069745.379,829214.3883,1606374.632,1257341.347,1372444.99,1551538.263,715922.7846,1512011.873,1612881.59,2428232.695,958783.438,,1509662.531,1591908.017,2353581.697,800138.0071,654950.8391,703785.1998,1236400.46,957220.6559,932558.7078,880910.54,1388768.285,92538.155
529,223.2055457,13.5025686,797658.8222,1157669.372,1055901.357,777774.1749,1402518.91,753176.6154,797157.7412,1326705.033,713673.7924,842334.502,698173.3098,520845.8938,1009579.982,1032046.396,857699.5588,815912.0296,512424.9273,954965.9219,707013.3483,1015807.094,1152096.282,882010.8708,1390374.452,808647.8743,541027.8013,1030957.086,1024661.062,982467.1568,994079.6715,1457401.106,1155732.022,898676.1929,651247.4768,1840954.357,1243367.706,1251611.616,,571655.4935,971653.4206,1246099.521,857357.0662,821781.754,865761.0958,1335256.733,967610.8955,765444.8166,1030883.06,855346.4355,722331.3413,532728.129,492636.8859,1105935.258,794223.8409,489667.3794,521668.5572,839768.0223,629261.1639,764270.5161,986383.4508,1013318.986,662386.9531,634469.2953,1018140.762,542538.5493,957287.4085,1048031.881,625169.3957,778433.4669,639063.1379,588776.1278,712579.1764,636896.2956,316470.4859,1002229.122,929905.2301,482577.1303,574340.5148,532116.2535,691150.4507,519457.3188,886275.435,647230.8108,1159279.47,663661.8996,927205.8685,1006357.457,653123.2155,735285.4593,427932.5572,476859.5746,513227.5218,448510.635,709275.0849,809672.0636,659001.524,1082373.746,1065281.07,777487.1562,901723.0065,895369.2259,859838.6385,494679.4393,577456.0896,453632.7088,891450.0952,477667.4445,709978.2517,723578.3162,415580.0243,568189.579,892055.3407,673609.8011,1049221.974,739390.8493,466324.9645,611253.6198,843854.6642,743151.9191,247846.0704,676134.9622,1175570.923,950188.1606,1052117.362,559057.6489,334102.7553,608897.9634,363112.9256,417610.6097,312420.863,548120.9902,610353.3404,683413.1052,869177.9627,4704062.517,673958.4531,642086.386,1091081.064,1319796.368,1615149.447
534,786.5911648,18.33164894,1012603.135,804068.1274,1164333.082,1164874.617,1276617.907,1211245.865,939347.613,999168.6372,1021086.54,1007849.385,47056.80405,1016297.232,1002891.63,1249918.209,625450.6524,923553.6218,924260.0174,1043178.597,1332518.377,1369923.351,984646.2661,1263950.636,1186825.885,,921499.3571,963646.9853,1076958.087,1574174.637,977379.5032,1244238.667,1174323.446,909264.9514,833273.7594,1436825.2,800470.3367,1075635.076,,1008415.972,1159034.799,1652377.893,1529284.552,894621.5942,1029510.53,1390065.791,947155.5761,1421096.385,1141434.527,1261818.214,900220.2831,45290.76269,955631.7154,924710.7682,807649.7759,1154664.708,1033358.617,1314902.796,1430513.937,1130363.709,1384937.675,1327729.74,966138.0302,1058238.13,,951451.0307,895592.9578,982309.8154,1052541.357,873841.3792,942229.5439,733585.4735,738753.3938,841239.5068,680213.6847,1025167.72,950979.4466,,948508.308,928261.5744,812110.1283,915149.8646,1316658.627,976718.3247,1008326.552,956604.8103,947786.4034,995000.4741,778611.0292,1303537.142,107119.4307,1015659.125,1068076.264,864993.5243,924069.8239,972181.3316,946608.274,1067776.488,1517882.172,1029484.866,1025866.756,1239649.103,1104885.342,214110.0454,861463.433,1067905.67,879785.1947,1206701.214,820714.0656,460417.4694,1873978.053,,934206.7119,1461536.337,,,714246.0241,718563.5975,,,1714997.626,,,,1798293.279,1449337.56,,1242707.601,,1412686.485,807716.5104,694500.5011,1866594.755,1535722.755,,,1199046.251,1472901.143,1742424.003,1799386.408,1742171.987
535,315.1336487,11.00733687,89585.6603,135490.1699,192458.6238,43677.40991,49628.22056,103806.2184,566074.132,870344.8125,231220.3269,374988.7067,,170184.7747,996596.7363,126888.5391,1882492.916,453033.8047,619954.1794,362148.7544,387022.1197,464231.1443,519359.7274,432665.3514,832385.5876,,186808.8872,922266.9609,88971.73598,58192.77632,458877.816,37861.55403,502694.5078,953690.9272,617738.3675,330424.7584,945613.5172,276768.4681,,190361.7026,795475.6899,437724.5432,397943.6136,956565.2413,97695.34978,491395.5298,664194.1101,406572.5407,162323.9466,190249.7021,547614.6761,,139797.4931,504206.9173,552754.5487,540089.9125,852096.5471,439882.8229,85263.26892,587885.9304,500330.7138,498202.8898,1114181.264,207981.9331,,190385.482,468315.5323,700275.5511,189889.4063,677396.1567,781195.5849,316223.7115,513251.4794,237530.1665,425500.5254,425213.8633,659201.2658,,143227.8901,450571.4575,107009.9289,44484.66558,409838.1804,476889.6852,439175.3247,565769.9705,237304.0365,107643.6616,216934.3284,891216.7594,,83741.63211,412849.935,735689.5275,873178.3364,161187.1939,,913788.0008,434369.1376,315445.8405,316662.9709,438768.418,501479.5406,,117989.2652,307212.7637,739194.972,187692.3488,27302.1723,28272.43516,275422.4539,422824.698,227469.1116,80983.08864,24339.0664,,298101.7189,797881.0874,29768.03129,23318.64489,49153.84741,35860.58264,28086.29099,257016.2884,47167.60706,254743.2385,41143.8489,799463.2805,,278268.68,753544.1109,26942.38665,37967.72186,29316.73992,38057.07715,796696.5807,31266.91828,485719.3582,336297.1716,23879.55012,94413.23292
536,125.0233833,1.115862448,866791.9294,947738.8572,1044098.383,808865.737,883325.1964,885283.3603,954982.8034,1034164.687,944611.3525,1043441.315,,,991454.9643,764559.2165,1067507.047,965441.7009,972191.4281,942234.8199,1068640.275,1027222.969,838847.0124,918649.7776,949246.3211,,,912904.665,839412.8802,961501.881,951818.1147,974617.3075,1006539.82,1043760.841,799774.8605,1120296.631,1013019.671,892969.9386,,,926723.2533,852279.8025,1028466.481,958653.4282,837701.9404,964943.3545,983501.6135,1187677.361,882213.2496,926541.4613,979812.6922,,,923687.9094,940850.3616,1184385.683,1050808.669,1010982.982,970291.6585,861122.3024,1024125.277,926830.1985,1072804.003,1040066.261,,,1074886.105,880842.0434,879091.0251,869707.978,1065692.293,910537.979,859933.3213,917965.0994,820387.6646,900579.7595,896650.9637,,,1022715.669,1053795.307,1038486.663,982412.2039,939244.8072,925667.0168,844484.6876,1112972.74,692117.7409,827386.964,915187.0824,,,891920.9839,835104.5015,851939.5237,945588.8585,991700.3023,944874.5122,1092754.913,990297.0901,963531.6045,1048237.153,959977.7622,,,883615.1974,899117.7201,889306.6639,749358.8368,895668.4263,866263.2516,911982.9053,924730.9392,839776.5439,1637846.43,,,961808.0599,812361.2388,897073.9365,1708903.754,1681415.229,785239.3072,957320.7877,1682381.549,901938.9885,645213.403,826502.1256,,,850945.0926,921877.0707,863707.9146,1044038.654,709586.4457,1741866.723,884811.9922,875256.6099,813831.3422,830276.6689,1032950.703
541,735.5725014,18.43562167,3472142.767,1351817.542,3842820.495,3129683.473,2985935.297,1516424.971,2997753.846,2764997.98,2859412.731,1113398.224,,1256707.051,979567.5641,4136393.898,903398.1689,1760949.033,1283447.804,2642005.561,2670501.419,2156629.907,1137469.484,3619016.834,1894114.533,,761043.5447,1148367.517,2048312.717,2686845.886,1761457.226,1285972.329,1279747.533,628459.3171,2727366.069,2022350.11,1979299.839,1488650.554,,731079.5651,983095.0456,4058494.848,3699788.214,1791631.685,1903676.831,3631126.451,1451725.681,2632621.992,2391986.875,2342076.49,1752662.699,,951531.8556,951134.5454,2866507.764,1312287.111,1862776.044,3116250.887,2833856.471,3257077.394,1671119.206,2938940.964,2083634.469,1510378.987,,730244.438,715271.8902,2422429.116,1478657.354,1198331.927,954687.1158,1247199.132,1593399.566,758768.3013,592101.092,1744527.967,1407051.367,,680926.1925,807527.7649,740784.5865,624676.836,1760870.817,861896.6981,1451956.563,1404433.835,1836360.942,2779530.438,1292667.852,2292904.619,,599687.8035,1727523.48,861074.3601,2071813.548,1984164.552,1341611.124,2081847.163,2670086.108,568706.0216,2069373.473,1409011.341,1264131.503,,729881.88,1590700.901,4913725.197,5104852.7,4527982.498,3015020.89,3527432.868,3908037.331,4027677.428,3452322.684,6368813.287,67803.03326,5866756.609,3627932.973,4265661.003,4963914.587,4494965.139,4510304.347,4485907.725,4999654.144,6054366.141,3645540.124,4307894.363,4773695.928,,5554901.282,4463691.234,4390423.214,3780922.957,2665030.091,5104753.008,4871492.998,1739851.788,3822706.288,5820971.646,3584197.199,5154310.994
544,159.0764205,0.657892186,1045589.075,735335.3759,1082974.724,702202.7827,619794.1966,1478909.523,882879.477,683988.904,1014349.621,879387.0209,,727760.2658,974628.6179,724466.7049,1106997.157,775328.0544,541172.4536,858966.3906,1001139.002,1001381.795,597526.8454,717347.7645,928958.5152,,752283.5456,916782.6528,676984.2726,813542.8501,809499.3917,870971.4001,1409387.503,1302313.542,928968.3073,819772.9288,1002393.794,1058144.791,,746861.1872,880614.3345,1017550.717,984486.4963,533191.953,799006.9981,928365.1697,910960.1325,1027240.777,918643.5832,988735.9472,567998.5893,,653383.4887,757744.8173,640097.8252,950427.7099,928887.2979,869562.3617,1005944.098,871566.7422,861773.1006,762176.0943,438111.8625,784307.6963,,683890.6222,749973.1147,653522.6405,753253.9816,965763.6202,790389.3423,581925.359,532666.6443,539067.3427,958226.0326,781255.6342,887454.6426,,631308.0895,756817.8387,763145.0244,685510.4224,566222.0743,792739.8065,612265.0512,796488.2614,795747.6678,566471.3262,912834.4997,971247.0394,,667923.7141,790803.5936,614757.8248,634285.2118,786695.1731,1203145.835,738012.355,1313621.22,622321.0812,776428.0864,925918.4714,800821.7632,,627599.8805,773561.9799,530954.8647,745822.6024,704120.3319,599465.4183,162509.2696,648792.4627,978429.7113,694413.4444,937575.0284,,503342.2599,760962.5871,641473.9224,932996.3518,826908.1996,771824.4756,705885.7559,640287.6824,560641.0453,783292.7087,717907.3081,821813.5486,,497587.1533,692468.5333,754624.5957,456254.7382,845907.9513,623059.8615,761488.52,887582.9143,652635.1432,841510.8768,635872.2281,634982.1986
545,409.0191344,1.236781227,932914.2982,1223291.987,1106316.093,875766.0322,861020.8791,878496.363,953420.579,885967.9491,773066.8185,970171.5907,,,970244.8277,743556.7784,905062.4537,892370.1834,793743.124,839675.7552,424704.1385,1008851.694,795083.2845,425421.3935,817368.4118,,,888797.4822,827245.317,202655.4373,996566.4026,967880.2254,887188.567,754371.4358,647015.0615,1006084.207,319315.3729,819601.4286,,,889699.0223,971754.4926,967957.0432,892111.2199,853138.0558,851858.9088,1021884.986,317879.8466,748344.6411,888635.2911,660744.1616,,,899263.1252,691773.5693,243528.8575,186576.4752,757330.1084,751961.746,686045.7742,715597.8436,836792.0046,225512.4427,970843.1564,,,638989.392,806594.4808,848247.7901,164550.151,729944.4774,800907.3963,687466.7632,891706.681,754771.9308,906792.3908,636784.6977,,,247910.1802,168110.0821,956710.6874,635374.3462,659977.6693,962978.901,777721.0479,727287.2776,821565.6875,725331.6923,352969.5744,,,355331.5232,870377.0064,853743.2209,885007.4884,1032436.392,834800.8763,719664.5153,285771.9753,807302.1894,184360.859,255923.438,,,387843.6149,622814.8392,564387.5552,464707.6374,525119.0664,542281.9468,586067.8992,553891.6308,526324.6033,626398.5907,,,520562.2717,523152.2769,536735.1867,584304.557,751258.2629,493916.3892,609187.8956,609574.4694,544684.1269,545858.1905,181232.0882,,,559731.6323,596778.3259,597779.8737,779206.5695,566118.6093,594182.703,597316.0383,562258.2332,418812.2209,582928.1922,456760.61
546,124.0146918,0.498558705,831899.4942,1115088.008,980855.2357,899366.9686,857924.8968,1166856.006,1003350.977,1067800.444,834914.4632,895016.6408,251545.9226,100772.2306,966135.2199,896786.9129,1064454.218,819929.6677,866717.306,1028871.387,1097997.463,984097.2154,1099282.45,831298.513,898784.8348,114466.9093,106123.9805,914584.6165,981873.4938,812705.1102,1018316.276,932435.463,956096.2329,886915.4601,820290.1661,1169853.556,922436.2745,767521.9827,62815.74842,107155.7242,989375.5434,989566.815,1034946.851,1018681.463,847381.243,1002076.939,874196.8027,1017080.1,977124.3752,923105.0785,1037650.24,112000.7429,132949.1234,1003597.184,777501.5312,930215.0404,931665.1351,1143734.628,1040865.8,1018693.228,1075471.502,990468.7414,891711.4169,1130786.765,105564.4227,152429.5996,985028.8204,908327.4969,953941.2374,894115.4531,998565.9133,971064.682,1089886.901,1023343.696,950726.5695,889435.6537,990051.4073,102341.2813,137620.1393,1088349.889,1079379.153,1065133.692,1024200.506,946566.0768,1021428.509,967748.3639,1405619.386,919638.9148,956728.5777,1158704.312,106988.2264,137255.5438,1124894.876,1113099.871,1065733.632,1104580.195,1163975.252,1082590.813,1158861.866,1210334.003,1095115.195,1105037.047,1147954.506,149205.9126,152069.6268,992690.9763,958892.2024,883260.8097,741613.4597,833698.4678,885893.1773,860463.6932,994156.9155,824299.9293,866752.1446,141979.581,140998.8586,1043608.402,878923.9102,907661.1089,1121893.938,878128.1802,865630.0876,923445.2507,889300.4673,862799.709,794674.115,1086563.878,85446.97029,181485.2933,929103.688,962744.0359,886958.7214,1090918.771,769684.7893,874055.7358,1084746.971,756314.8964,696304.6463,846744.4939,1040901.583
